GUID b2cc4a8a23fe461c9c8ce9db7f3a1b42
Type Barricade
Rarity Legendary
Useable Barricade
Has_Clip_Prefab False
Build Barricade
ID 10529

Size_X 5
Size_Y 2
Size_Z 0.4

SalvageItem b2cc4a8a23fe461c9c8ce9db7f3a1b42
Min_Items_Dropped_On_Destroy 1
Max_Items_Dropped_On_Destroy 1
Item_Dropped_On_Destroy 177c4dfb354a491d9a6624aa126315c5

Health 100
Range 4
Radius 0.2
Offset 0.39

Explosion 36

Vulnerable

Salvage_Duration_Multiplier 0.1

Bypass_Pickup_Ownership True

Blueprints 1
Blueprint_0_Type Gear
Blueprint_0_Supplies 1
Blueprint_0_Supply_0_ID 10528
Blueprint_0_Supply_0_Amount 1
Blueprint_0_Outputs 1
Blueprint_0_Output_0_ID 10529
Blueprint_0_Output_0_Amount 1
Blueprint_0_Build 27


Use_Auto_Icon_Measurements False
