GUID 942b0f47b80f4b93859a109e12cd6cc4
Type Barricade
Rarity Rare
Useable Barricade
Build Barricade
ID 41840
Health 40
Size_X 3
Size_Y 2
Size_Z 0.45
Bypass_Pickup_Ownership true
Allow_Placement_On_Vehicle false
Range 3
Radius 0.1
Offset 0.37
Salvage_Duration_Multiplier 0.1
Vulnerable
Explosion 41309
Unrepairable
Can_Be_Damaged true
Has_Clip_Prefab false
PlacementAudioClip Sounds/Placement_1.ogg
InventoryAudio Sounds/Inventory/Default/Default.asset
Use_Auto_Stat_Descriptions false
SalvageItem 942b0f47b80f4b93859a109e12cd6cc4
Min_Items_Dropped_On_Destroy 3
Max_Items_Dropped_On_Destroy 6
Item_Dropped_On_Destroy 35de7c70da404270a112359baa38a7d1





Blueprints
[
	{
		Name Salvage
		CategoryTag "7ed29f9101ae4523a3b2e389414b7bd9" // Salvage
		InputItems this
		OutputItems "cfe0e0e457e948b9b0b4cfec48cc0d93 x 10" // Logs
		Effect "0ae7a614942043f8b7013e165e036eb2" // SC_Wrench_0
	}
]

Actions 1
Action_0_Type Blueprint
Action_0_Blueprints 1
Action_0_Blueprint_0_Index 0
Action_0_Text Unstack
Action_0_Tooltip Spread out items for specific use.
Add_Default_Actions false
