GUID 275f50ad2dc94435a2d73e207ce7962d
Type Barricade
Rarity Epic
Useable Barricade
Build Barricade
ID 41815
Health 60
Size_X 3
Size_Y 2
Size_Z 0.38
Bypass_Pickup_Ownership true
Allow_Placement_On_Vehicle false
Range 3
Radius 0.1
Offset 0.3
Salvage_Duration_Multiplier 0.1
Vulnerable
Explosion 41342
Unrepairable
Can_Be_Damaged true
Has_Clip_Prefab false
PlacementAudioClip Sounds/Placement_0.ogg
InventoryAudio Sounds/Inventory/Default/Default.asset
Use_Auto_Stat_Descriptions false
SalvageItem 275f50ad2dc94435a2d73e207ce7962d
Min_Items_Dropped_On_Destroy 2
Max_Items_Dropped_On_Destroy 4
Item_Dropped_On_Destroy bc2d7ef6d159403f8428a404a9cf9d42





Blueprints
[
	{
		Name Salvage
		CategoryTag "7ed29f9101ae4523a3b2e389414b7bd9" // Salvage
		InputItems this
		OutputItems "58b45f8f7807426289e372b7341d10d2 x 10" // Gunpowder Stack
		Effect "0ae7a614942043f8b7013e165e036eb2" // SC_Wrench_0
	}
]

Actions 1
Action_0_Type Blueprint
Action_0_Blueprints 1
Action_0_Blueprint_0_Index 0
Action_0_Text Unstack
Action_0_Tooltip Spread out items for specific use.
Add_Default_Actions false
