GUID 36c3b3f07da84b8abc73412bb84063ef
Type Magazine
Rarity Uncommon
ID 41716

Size_X 1
Size_Y 2
Size_Z 0.25

Amount 10
Count_Min 5
Count_Max 10

Calibers 1
Caliber_0 43012
Tracer 41358

InventoryAudio Sounds/Inventory/CasingRustle/Casing_Rustle.asset
Use_Auto_Icon_Measurements True
Use_Auto_Stat_Descriptions false

Blueprints
[
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "7963085ec3ac4e7088f53f9e69affe70" // Rifle Ammo
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems this
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "f8c33d5c4c5844279ddf744d5fcd62c7" // AKMN Extended Magazine
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "4f636592e08049839e4905d9c667675a" // 6L18 Magazine 0
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "aff7f7f091b84203b9d05606c312a8cf" // 6L18 Magazine 1
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "8ed9fcda5bcc42d395726548cb6ac24c" // 6L31 Magazine 0
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "474ad80b87cb4d7593e11d75f8116713" // 6L31 Magazine 1
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "f2961e4933e445c198422a77000ec9a7" // AK74M 6L23 Magazine
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "96b101eb053c41c48cd582c4ec8363bc" // AK74N 6L20 Magazine
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "659d7598acf34fe28d6c57520c5d78d1" // AKMN Drum
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "86d49ea5cf0848fdab3e7bb7630b1967" // AKMN Magazine
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "c59f4a5419434c00a62d7c17ee06d8a5" // AKMN Shortered Magazine
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "cb34d165ad2b4068a2505e86bf29082b" // SKS Magazine 0
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "bb4232fb53cd46228e7e60b38621b8a0" // SKS Magazine 1
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "779d423ad00649a99a2a5866ed380c61" // SKS Magazine 2
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		CategoryTag "d739926736374e5ba34b4ac6ffbb5c8f" // Ammunition
		Operation FillTargetItem
		InputItems "2a8919375a014e068c53e02c7ee49f5b" // RPD Bubem
		Effect "8592eca843554d96aed942cc3514b8b9" // SC_Casing_0
	}
	{
		Name Salvage
		CategoryTag "ad1804b6945145f3b308738b0b8ea447" // Tools
		InputItems
		[
			{
				ID this
				Prioritization LowestAmount
				CountEmptyAsOne true
			}
			{
				ID "2d5ac5212373492ab943419faf6d6a75" // Hammer
				Delete false
			}
		]
		OutputItems "4f9fb8c83c494e2486329e494674813c x 3" // Metal_Parts
		Effect "0ae7a614942043f8b7013e165e036eb2" // SC_Wrench_0
	}
]

Add_Default_Actions false
