Name SC Note #3

Interactability_Text_Line_0 我的军饷
Interactability_Text_Line_1 ---
Interactability_Text_Line_2 我受够了。都1992年了，他们还逼我们修理这堆生锈废铁。BMP-1步战车正在散架——昨天我们用电线勉强固定炮塔。MT-LB装甲车的引擎又熄火了，备件？永远短缺。
Interactability_Text_Line_3 ---
Interactability_Text_Line_4 经费？简直是笑话。莫斯科只会说："坚持住，很快会好起来。"是啊，会好的，但与我们无关。我们像座被世界遗忘的孤岛。
Interactability_Text_Line_5 ---
Interactability_Text_Line_6 承诺的新装备呢？在哪？基地正在死亡。712雷达站正在死亡，雷达故障频发，燃油只够每周飞两三个架次。
Interactability_Text_Line_7 ---
Interactability_Text_Line_8 最可怕的是这该死的感染。上级说我们的任务是控制群岛局势，防止民众暴动。可谁来保护我们？没有合格面罩，没有药品。每次戴上浸透汗污的旧防毒面具，我都怀疑：这到底是防护，还是装装样子？
Interactability_Text_Line_9 ---
Interactability_Text_Line_10 每天都有成群民众冲击哨卡。他们想冲进机场逃离这诅咒之岛。听说大陆来的维和部队在普加切夫卡撑不住了。但我们清楚：放进一个感染者就全完了。很多人已经出现咳嗽和病容——也可能是愤怒与饥饿。
Interactability_Text_Line_11 ---
Interactability_Text_Line_12 我们竭力驱散人群，但他们越来越狂暴。前天有士兵被石块砸中头盔。接下来会怎样？想都不敢想。
Interactability_Text_Line_13 ---
Interactability_Text_Line_14 哨卡全靠意志硬撑。士兵精疲力竭，装备无法修复，士气跌破冰点。再这样下去，我怕垮掉的不只是装备，还有我们自己。
Interactability_Text_Line_15 - 列兵谢尔盖耶夫
